Player,KD Diff,ADR,KAST,Rating,Team,Kills,Deaths,Rating 2.0,KPR,HS,Maps Played_x,DPR,Rounds Contributed,Rounds played,Total kills,Total deaths,Assists / round,KD ratio,Deaths / round,Damage / round,Saved by teammate / round,Grenade dmg / round,Saved teammate / round,Maps Played_y,Rating 1.0,Result
m0NESY,18.0,84.6,75.0%,1.3,G2,58,40,                          1.16,                          0.74,                          39.0%,                          52,                          0.60,                          71.4%,8866,11467,6829.0,0.09,1.3,0.6,78.6,0.09,2.7,0.1,437.0,1.22,1
huNter-,13.0,90.0,75.0%,1.25,G2,52,39,                          1.11,                          0.72,                          49.2%,                          52,                          0.66,                          72.6%,33273,43342,28744.0,0.14,1.16,0.66,84.0,0.1,5.6,0.11,1641.0,1.12,1
Aleksib,1.0,71.1,70.6%,1.01,G2,40,39,                          0.97,                          0.56,                          41.6%,                          40,                          0.63,                          70.5%,20062,31824,20758.0,0.16,0.97,0.65,73.4,0.11,8.3,0.09,1198.0,0.95,1
JACKZ,-3.0,66.1,69.1%,0.95,G2,41,44,                          0.97,                          0.60,                          63.1%,                          25,                          0.66,                          69.3%,21316,32172,21661.0,0.13,0.98,0.67,73.0,0.1,3.3,0.1,1208.0,0.98,1
NiKo,-8.0,63.5,60.3%,0.9,G2,42,50,                          1.23,                          0.77,                          55.8%,                          52,                          0.61,                          74.2%,37918,47832,31775.0,0.13,1.19,0.66,85.8,0.08,4.7,0.1,1799.0,1.15,1
s1mple,26.0,87.5,78.6%,1.33,Natus Vincere,84,58,                          1.16,                          0.75,                          40.4%,                          40,                          0.61,                          72.3%,38676,45687,28996.0,0.1,1.33,0.63,85.4,0.08,2.5,0.11,1724.0,1.24,1
b1t,3.0,74.4,69.4%,1.08,Natus Vincere,72,69,                          1.09,                          0.68,                          61.9%,                          40,                          0.62,                          72.1%,11558,16631,10472.0,0.11,1.1,0.63,75.2,0.09,4.2,0.1,625.0,1.11,1
electroNic,-9.0,76.6,67.3%,0.98,Natus Vincere,58,67,                          1.04,                          0.66,                          47.1%,                          41,                          0.71,                          70.9%,28788,38959,25716.0,0.14,1.12,0.66,82.4,0.09,4.6,0.1,1472.0,1.08,1
Perfecto,0.0,59.2,75.5%,0.97,Natus Vincere,52,52,                          1.08,                          0.66,                          42.3%,                          41,                          0.60,                          75.3%,14575,23258,14015.0,0.13,1.04,0.6,70.2,0.09,4.8,0.09,876.0,1.04,1
Boombl4,-7.0,61.6,63.3%,0.9,Natus Vincere,57,64,                          1.07,                          0.67,                          38.2%,                          59,                          0.68,                          71.2%,22092,33350,22777.0,0.14,0.97,0.68,75.6,0.09,4.8,0.08,1253.0,1.04,1
broky,29.0,85.2,74.5%,1.32,FaZe,87,58,                          1.06,                          0.65,                          31.2%,                          28,                          0.59,                          71.0%,16746,23792,14486.0,0.1,1.16,0.61,73.0,0.1,3.5,0.11,889.0,1.1,0
rain,7.0,78.6,65.3%,1.09,FaZe,71,64,                          1.00,                          0.62,                          55.6%,                          28,                          0.68,                          66.3%,33602,47577,32796.0,0.15,1.02,0.69,79.7,0.1,3.9,0.09,1792.0,1.02,0
Twistzz,-2.0,71.1,72.4%,1.02,FaZe,61,63,                          1.10,                          0.70,                          58.4%,                          28,                          0.61,                          73.2%,30120,41428,25749.0,0.12,1.17,0.62,76.6,0.1,3.6,0.12,1572.0,1.11,0
ropz,-8.0,65.4,64.3%,0.92,FaZe,62,70,                          1.13,                          0.75,                          59.5%,                          28,                          0.63,                          72.0%,25899,35005,21473.0,0.1,1.21,0.61,78.6,0.07,2.6,0.09,1318.0,1.15,0
karrigan,-41.0,50.2,57.1%,0.63,FaZe,29,70,                          0.86,                          0.53,                          45.0%,                          28,                          0.68,                          65.1%,35661,57886,40036.0,0.13,0.89,0.69,68.2,0.09,5.1,0.07,2201.0,0.9,0
k0nfig,-4.0,79.4,56.1%,0.99,Astralis,49,53,                          0.97,                          0.65,                          61.2%,                          37,                          0.71,                          67.2%,34224,45914,31790.0,0.13,1.08,0.69,80.3,0.09,2.9,0.1,1729.0,1.07,0
blameF,-11.0,79.7,62.1%,0.92,Astralis,38,49,                          1.26,                          0.75,                          34.4%,                          41,                          0.55,                          75.6%,22485,29383,17757.0,0.14,1.27,0.6,85.5,0.07,7.1,0.09,1095.0,1.23,0
Xyp9x,-13.0,65.7,62.1%,0.84,Astralis,37,50,0,0,0,0,0,0,37453,57242,35266.0,0.16,1.06,0.62,74.3,0.09,6.0,0.09,2188.0,1.01,0
gla1ve,-16.0,60.3,62.1%,0.74,Astralis,35,51,0,0,0,0,0,0,32131,49067,32323.0,0.16,0.99,0.66,74.0,0.1,6.0,0.08,1859.0,0.98,0
Lucky,-22.0,57.3,51.5%,0.66,Astralis,33,55,                          1.14,                          0.71,                          40.7%,                          76,                          0.56,                          74.4%,15142,21788,13390.0,0.09,1.13,0.61,71.5,0.09,3.0,0.1,813.0,1.09,0
NiKo,32.0,111.9,84.8%,1.69,G2,72,40,                          1.23,                          0.77,                          55.8%,                          52,                          0.61,                          74.2%,37918,47832,31775.0,0.13,1.19,0.66,85.8,0.08,4.7,0.1,1799.0,1.15,1
JACKZ,25.0,84.5,83.3%,1.39,G2,58,33,                          0.97,                          0.60,                          63.1%,                          25,                          0.66,                          69.3%,21316,32172,21661.0,0.13,0.98,0.67,73.0,0.1,3.3,0.1,1208.0,0.98,1
huNter-,12.0,87.7,66.7%,1.21,G2,54,42,                          1.11,                          0.72,                          49.2%,                          52,                          0.66,                          72.6%,33273,43342,28744.0,0.14,1.16,0.66,84.0,0.1,5.6,0.11,1641.0,1.12,1
m0NESY,7.0,71.6,71.2%,1.12,G2,46,39,                          1.16,                          0.74,                          39.0%,                          52,                          0.60,                          71.4%,8866,11467,6829.0,0.09,1.3,0.6,78.6,0.09,2.7,0.1,437.0,1.22,1
Aleksib,-10.0,57.6,75.8%,0.85,G2,28,38,                          0.97,                          0.56,                          41.6%,                          40,                          0.63,                          70.5%,20062,31824,20758.0,0.16,0.97,0.65,73.4,0.11,8.3,0.09,1198.0,0.95,1
sh1ro,28.0,89.8,85.2%,1.64,Gambit,49,21,                          1.19,                          0.76,                          30.4%,                          41,                          0.58,                          74.5%,22118,28583,15313.0,0.11,1.44,0.54,78.6,0.08,3.9,0.11,1071.0,1.26,1
Ax1Le,20.0,99.3,74.1%,1.41,Gambit,50,30,                          1.10,                          0.71,                          46.4%,                          30,                          0.67,                          72.8%,22035,30182,18973.0,0.14,1.16,0.63,80.6,0.09,5.3,0.09,1133.0,1.16,1
interz,5.0,67.4,70.4%,1.02,Gambit,33,28,                          1.04,                          0.63,                          45.7%,                          25,                          0.59,                          75.6%,14322,24855,14454.0,0.12,0.99,0.58,62.9,0.1,5.1,0.1,932.0,0.99,1
nafany,-12.0,67.4,70.4%,0.86,Gambit,29,41,                          0.99,                          0.64,                          56.4%,                          40,                          0.71,                          69.0%,18629,28539,19855.0,0.14,0.94,0.7,73.5,0.1,4.9,0.08,1071.0,1.02,1
HObbit,-8.0,61.8,59.3%,0.85,Gambit,29,37,                          0.99,                          0.61,                          45.5%,                          41,                          0.67,                          70.2%,26021,36328,23716.0,0.14,1.1,0.65,79.6,0.08,5.6,0.08,1370.0,1.06,1
hampus,8.0,91.2,68.5%,1.2,Ninjas in Pyjamas,44,36,                          0.96,                          0.60,                          38.9%,                          37,                          0.68,                          66.3%,27075,38829,26951.0,0.15,1.0,0.69,79.5,0.08,4.4,0.08,1457.0,1.01,0
REZ,-4.0,76.3,75.9%,0.99,Ninjas in Pyjamas,36,40,                          0.98,                          0.61,                          50.2%,                          37,                          0.62,                          70.6%,28241,40534,26790.0,0.14,1.05,0.66,77.3,0.1,3.9,0.1,1535.0,1.03,0
Plopski,-11.0,55.7,59.3%,0.76,Ninjas in Pyjamas,25,36,                          1.18,                          0.73,                          45.9%,                          6,                          0.62,                          71.9%,21405,31222,20633.0,0.14,1.04,0.66,76.2,0.1,5.0,0.11,1173.0,1.07,0
es3tag,-11.0,57.4,61.1%,0.74,Ninjas in Pyjamas,28,39,0,0,0,0,0,0,24633,36090,23816.0,0.15,1.03,0.66,75.9,0.1,5.1,0.1,1378.0,1.01,0
phzy,-15.0,53.2,51.9%,0.66,Ninjas in Pyjamas,24,39,                          1.37,                          0.84,                          39.1%,                          3,                          0.53,                          72.7%,11988,17572,10891.0,0.1,1.1,0.62,71.9,0.08,3.0,0.09,651.0,1.07,0
sjuush,10.0,85.8,70.2%,1.28,Heroic,39,29,                          1.08,                          0.67,                          48.9%,                          33,                          0.64,                          73.7%,18402,26995,17311.0,0.13,1.06,0.64,75.3,0.11,4.1,0.11,1017.0,1.08,1
cadiaN,13.0,75.6,72.3%,1.23,Heroic,35,22,                          1.07,                          0.66,                          29.5%,                          33,                          0.59,                          70.1%,30516,44161,27559.0,0.11,1.11,0.62,73.1,0.09,5.0,0.08,1667.0,1.04,1
stavn,11.0,78.3,74.5%,1.22,Heroic,37,26,                          1.16,                          0.75,                          45.2%,                          33,                          0.67,                          73.5%,25415,34852,23485.0,0.14,1.08,0.67,81.2,0.1,4.5,0.11,1306.0,1.12,1
TeSeS,4.0,84.8,72.3%,1.2,Heroic,32,28,                          1.06,                          0.67,                          51.2%,                          33,                          0.66,                          73.2%,19410,27408,18287.0,0.14,1.06,0.67,77.6,0.11,4.8,0.12,1024.0,1.1,1
refrezh,1.0,65.2,74.5%,1.08,Heroic,28,27,                          1.05,                          0.67,                          47.2%,                          91,                          0.67,                          71.2%,22375,32435,21250.0,0.12,1.05,0.66,74.3,0.1,3.6,0.1,1209.0,1.07,1
YEKINDAR,-6.0,72.2,59.6%,0.89,Virtus.pro,28,34,                          1.02,                          0.63,                          57.0%,                          42,                          0.69,                          66.9%,25478,34408,23948.0,0.13,1.06,0.7,82.3,0.09,4.1,0.09,1287.0,1.13,0
