Text,Field1,Field2
autimatic,"First kill in won rounds
15.0%",1.07 (1361)
autimatic,"First kill in won rounds
15.0%",1.08 (806)
autimatic,"First kill in won rounds
15.0%",1.05 (555)
autimatic,"First kill in won rounds
15.0%",1.12 (45)
wiz,"Total opening kills
1845",
wiz,"Total opening deaths
1464",
wiz,"Opening kill ratio
1.26",
wiz,"Opening kill rating
1.04",
wiz,"Team win percent after first kill
74.5%",
wiz,"First kill in won rounds
14.8%",Career
wiz,"First kill in won rounds
14.8%",1.00 (692)
wiz,"First kill in won rounds
14.8%",1.00 (616)
wiz,"First kill in won rounds
14.8%",0.98 (76)
wiz,"First kill in won rounds
14.8%",-
Brehze,"Total opening kills
3338",
Brehze,"Total opening deaths
3018",
Brehze,"Opening kill ratio
1.11",
Brehze,"Opening kill rating
1.02",
Brehze,"Team win percent after first kill
73.4%",
Brehze,"First kill in won rounds
14.4%",Career
Brehze,"First kill in won rounds
14.4%",1.09 (1259)
Brehze,"First kill in won rounds
14.4%",1.10 (770)
Brehze,"First kill in won rounds
14.4%",1.08 (489)
Brehze,"First kill in won rounds
14.4%",1.10 (31)
HexT,"Total opening kills
2068",
HexT,"Total opening deaths
2082",
HexT,"Opening kill ratio
0.99",
HexT,"Opening kill rating
1.02",
HexT,"Team win percent after first kill
71.9%",
HexT,"First kill in won rounds
15.0%",Career
HexT,"First kill in won rounds
15.0%",1.01 (746)
HexT,"First kill in won rounds
15.0%",1.01 (640)
HexT,"First kill in won rounds
15.0%",0.96 (106)
HexT,"First kill in won rounds
15.0%",0.71 (5)
KaiR0N-,"Total opening kills
1143",
KaiR0N-,"Total opening deaths
1086",
KaiR0N-,"Opening kill ratio
1.05",
KaiR0N-,"Opening kill rating
1.10",
KaiR0N-,"Team win percent after first kill
70.3%",
KaiR0N-,"First kill in won rounds
17.4%",Career
KaiR0N-,"First kill in won rounds
17.4%",1.04 (343)
KaiR0N-,"First kill in won rounds
17.4%",1.04 (260)
KaiR0N-,"First kill in won rounds
17.4%",1.05 (83)
KaiR0N-,"First kill in won rounds
17.4%",-
ruggah,"Total opening kills
137",
ruggah,"Total opening deaths
193",
ruggah,"Opening kill ratio
0.71",
ruggah,"Opening kill rating
0.86",
ruggah,"Team win percent after first kill
72.3%",
ruggah,"First kill in won rounds
10.4%",Career
ruggah,"First kill in won rounds
10.4%",0.90 (71)
ruggah,"First kill in won rounds
10.4%",0.94 (39)
ruggah,"First kill in won rounds
10.4%",0.85 (32)
ruggah,"First kill in won rounds
10.4%",-
Annihilation,"Total opening kills
1159",
Annihilation,"Total opening deaths
812",
Annihilation,"Opening kill ratio
1.43",
Annihilation,"Opening kill rating
1.05",
Annihilation,"Team win percent after first kill
72.6%",
Annihilation,"First kill in won rounds
14.5%",Career
Annihilation,"First kill in won rounds
14.5%",1.07 (430)
Annihilation,"First kill in won rounds
14.5%",1.09 (358)
Annihilation,"First kill in won rounds
14.5%",0.95 (72)
Annihilation,"First kill in won rounds
14.5%",0.86 (12)
Techno,"Total opening kills
935",
Techno,"Total opening deaths
1100",
Techno,"Opening kill ratio
0.85",
Techno,"Opening kill rating
0.95",
Techno,"Team win percent after first kill
72.5%",
Techno,"First kill in won rounds
12.8%",Career
Techno,"First kill in won rounds
12.8%",0.98 (381)
Techno,"First kill in won rounds
12.8%",1.00 (281)
Techno,"First kill in won rounds
12.8%",0.92 (100)
Techno,"First kill in won rounds
12.8%",0.95 (19)
Bart4k,"Total opening kills
490",
Bart4k,"Total opening deaths
550",
Bart4k,"Team win percent after first kill
76.1%",
Bart4k,"Opening kill rating
0.90",
Bart4k,"Opening kill ratio
0.89",
Bart4k,"First kill in won rounds
11.2%",Career
Bart4k,"First kill in won rounds
11.2%",0.92 (245)
Bart4k,"First kill in won rounds
11.2%",0.94 (185)
Bart4k,"First kill in won rounds
11.2%",0.85 (60)
Bart4k,"First kill in won rounds
11.2%",0.67 (5)
bLitz,"Total opening kills
1317",
bLitz,"Total opening deaths
1287",
bLitz,"Opening kill ratio
1.02",
bLitz,"Opening kill rating
1.05",
bLitz,"Team win percent after first kill
71.6%",
bLitz,"First kill in won rounds
15.6%",Career
bLitz,"First kill in won rounds
15.6%",1.07 (432)
bLitz,"First kill in won rounds
15.6%",1.07 (325)
bLitz,"First kill in won rounds
15.6%",1.07 (107)
bLitz,"First kill in won rounds
15.6%",1.10 (19)
sk0R,"Total opening kills
1386",
sk0R,"Total opening deaths
1171",
sk0R,"Opening kill ratio
1.18",
sk0R,"Opening kill rating
1.07",
sk0R,"Team win percent after first kill
75.3%",
sk0R,"First kill in won rounds
16.5%",Career
sk0R,"First kill in won rounds
16.5%",1.11 (454)
sk0R,"First kill in won rounds
16.5%",1.12 (369)
sk0R,"First kill in won rounds
16.5%",1.10 (85)
sk0R,"First kill in won rounds
16.5%",0.92 (14)
buster,"Total opening kills
3523",
buster,"Total opening deaths
3264",
buster,"Opening kill ratio
1.08",
buster,"Opening kill rating
1.00",
buster,"Team win percent after first kill
74.5%",
buster,"First kill in won rounds
13.6%",Career
buster,"First kill in won rounds
13.6%",1.03 (1368)
buster,"First kill in won rounds
13.6%",1.04 (980)
buster,"First kill in won rounds
13.6%",0.98 (388)
buster,"First kill in won rounds
13.6%",1.00 (71)
nafany,"Total opening kills
3500",
nafany,"Total opening deaths
4316",
nafany,"First kill in won rounds
16.8%",0.95 (1099)
nafany,"First kill in won rounds
16.8%",0.89 (273)
tabseN,"Total opening kills
7057",
tabseN,"Total opening deaths
7274",
tabseN,"First kill in won rounds
17.0%",1.04 (2257)
tabseN,"First kill in won rounds
17.0%",1.04 (1613)
Krimbo,"Total opening kills
1670",
Krimbo,"First kill in won rounds
13.1%",1.07 (686)
Krimbo,"First kill in won rounds
13.1%",1.10 (480)
NertZ,"Total opening kills
1545",
NertZ,"Total opening deaths
1312",
NertZ,"Opening kill ratio
1.18",
NertZ,"Opening kill rating
1.13",
NertZ,"Team win percent after first kill
74.2%",
NertZ,"First kill in won rounds
18.5%",Career
NertZ,"First kill in won rounds
18.5%",1.10 (452)
NertZ,"First kill in won rounds
18.5%",1.10 (279)
NertZ,"First kill in won rounds
18.5%",1.11 (173)
NertZ,"First kill in won rounds
18.5%",1.07 (10)
r3salt,"Total opening kills
1017",
r3salt,"Total opening deaths
1060",
r3salt,"Opening kill ratio
0.96",
r3salt,"Opening kill rating
1.00",
r3salt,"Team win percent after first kill
70.5%",
r3salt,"First kill in won rounds
14.3%",Career
r3salt,"First kill in won rounds
14.3%",1.01 (384)
r3salt,"First kill in won rounds
14.3%",1.01 (333)
r3salt,"First kill in won rounds
14.3%",1.01 (51)
r3salt,"First kill in won rounds
14.3%",0.85 (7)
Krad,"Total opening kills
4317",
Krad,"Total opening deaths
4735",
Krad,"Opening kill ratio
0.91",
Krad,"Opening kill rating
1.01",
Krad,"Team win percent after first kill
72.9%",
Krad,"First kill in won rounds
15.0%",Career
Krad,"First kill in won rounds
15.0%",1.00 (1520)
Krad,"First kill in won rounds
15.0%",1.00 (1362)
Krad,"First kill in won rounds
15.0%",1.01 (158)
Krad,"First kill in won rounds
15.0%",0.91 (35)
zorte,"Total opening kills
3570",
zorte,"Total opening deaths
2273",
zorte,"Opening kill ratio
1.57",
zorte,"Opening kill rating
1.16",
zorte,"Team win percent after first kill
73.9%",
zorte,"First kill in won rounds
17.9%",Career
zorte,"First kill in won rounds
17.9%",1.11 (1077)
zorte,"First kill in won rounds
17.9%",1.11 (977)
zorte,"First kill in won rounds
17.9%",1.12 (100)
zorte,"First kill in won rounds
17.9%",1.14 (17)
Jerry,"Total opening kills
5282",
Jerry,"Total opening deaths
5259",
Jerry,"Opening kill ratio
1.00",
Jerry,"Opening kill rating
1.01",
Jerry,"Team win percent after first kill
73.1%",
Jerry,"First kill in won rounds
14.5%",Career
Jerry,"First kill in won rounds
14.5%",0.98 (1890)
Jerry,"First kill in won rounds
14.5%",0.99 (1661)
Jerry,"First kill in won rounds
14.5%",0.97 (229)
Jerry,"First kill in won rounds
14.5%",0.80 (24)
shalfey,"Total opening kills
2279",
shalfey,"Total opening deaths
1902",
shalfey,"Opening kill ratio
1.20",
shalfey,"Opening kill rating
1.07",
shalfey,"Team win percent after first kill
74.2%",
shalfey,"First kill in won rounds
16.1%",Career
shalfey,"First kill in won rounds
16.1%",1.06 (771)
shalfey,"First kill in won rounds
16.1%",1.06 (686)
shalfey,"First kill in won rounds
16.1%",1.07 (85)
shalfey,"First kill in won rounds
16.1%",0.96 (17)
skullz,"Total opening kills
1438",
skullz,"Total opening deaths
1303",
skullz,"Opening kill ratio
1.10",
skullz,"Opening kill rating
0.97",
skullz,"Team win percent after first kill
74.8%",
skullz,"First kill in won rounds
12.4%",Career
skullz,"First kill in won rounds
12.4%",1.06 (613)
skullz,"First kill in won rounds
12.4%",1.05 (513)
skullz,"First kill in won rounds
12.4%",1.09 (100)
skullz,"First kill in won rounds
12.4%",0.96 (9)
NEKIZ,"Total opening kills
3638",
NEKIZ,"Total opening deaths
3736",
NEKIZ,"Opening kill ratio
0.97",
NEKIZ,"Opening kill rating
1.04",
NEKIZ,"Team win percent after first kill
73.7%",
NEKIZ,"First kill in won rounds
15.9%",Career
NEKIZ,"First kill in won rounds
15.9%",0.98 (1237)
NEKIZ,"First kill in won rounds
15.9%",0.99 (1055)
NEKIZ,"First kill in won rounds
15.9%",0.92 (182)
NEKIZ,"First kill in won rounds
15.9%",0.91 (16)
biguzera,"Total opening kills
2620",
biguzera,"Total opening deaths
2445",
biguzera,"Opening kill ratio
1.07",
biguzera,"Opening kill rating
1.04",
biguzera,"Team win percent after first kill
73.8%",
biguzera,"First kill in won rounds
14.6%",Career
biguzera,"First kill in won rounds
14.6%",1.08 (921)
biguzera,"First kill in won rounds
14.6%",1.09 (759)
biguzera,"First kill in won rounds
14.6%",1.03 (162)
biguzera,"First kill in won rounds
14.6%",1.06 (16)
zevy,"Total opening kills
1448",
zevy,"Total opening deaths
1053",
zevy,"Opening kill ratio
1.38",
zevy,"Opening kill rating
1.09",
zevy,"Team win percent after first kill
76.1%",
zevy,"First kill in won rounds
16.0%",Career
zevy,"First kill in won rounds
16.0%",1.13 (489)
zevy,"First kill in won rounds
16.0%",1.14 (413)
zevy,"First kill in won rounds
16.0%",1.04 (76)
zevy,"First kill in won rounds
16.0%",0.87 (14)
hardzao,"Total opening kills
2282",
hardzao,"Total opening deaths
2130",
hardzao,"Opening kill ratio
1.07",
hardzao,"Opening kill rating
0.97",
hardzao,"Team win percent after first kill
75.5%",
hardzao,"First kill in won rounds
12.1%",Career
hardzao,"First kill in won rounds
12.1%",1.04 (999)
hardzao,"First kill in won rounds
12.1%",1.06 (823)
hardzao,"First kill in won rounds
12.1%",0.97 (176)
hardzao,"First kill in won rounds
12.1%",1.04 (16)
saffee,"Total opening kills
1775",
saffee,"Total opening deaths
1188",
saffee,"Team win percent after first kill
75.2%",
saffee,"First kill in won rounds
16.8%",1.16 (566)
saffee,"First kill in won rounds
16.8%",1.20 (370)
saffee,"First kill in won rounds
16.8%",1.08 (196)
arT,"Total opening kills
5132",
arT,"First kill in won rounds
23.3%",0.99 (1159)
arT,"First kill in won rounds
23.3%",1.02 (764)
drop,"Total opening kills
742",
drop,"Total opening deaths
826",
drop,"Team win percent after first kill
72.1%",
drop,"First kill in won rounds
11.0%",0.93 (361)
drop,"First kill in won rounds
11.0%",0.97 (175)
drop,"First kill in won rounds
11.0%",0.89 (186)
KSCERATO,"Total opening kills
2448",
KSCERATO,"Total opening deaths
1726",
KSCERATO,"First kill in won rounds
12.2%",1.14 (1080)
KSCERATO,"First kill in won rounds
12.2%",1.15 (695)
yuurih,"Total opening kills
2971",
yuurih,"Total opening deaths
2189",
yuurih,"Team win percent after first kill
76.2%",
yuurih,"First kill in won rounds
13.8%",1.11 (1173)
yuurih,"First kill in won rounds
13.8%",1.14 (782)
latto,"Total opening kills
1449",
latto,"Total opening deaths
1232",
latto,"Opening kill ratio
1.18",
latto,"Opening kill rating
1.00",
latto,"Team win percent after first kill
72.8%",
latto,"First kill in won rounds
13.1%",Career
latto,"First kill in won rounds
13.1%",1.04 (593)
latto,"First kill in won rounds
13.1%",1.05 (479)
latto,"First kill in won rounds
13.1%",1.00 (114)
latto,"First kill in won rounds
13.1%",0.87 (9)
coldzera,"Total opening kills
3856",
coldzera,"Total opening deaths
2988",
coldzera,"Opening kill ratio
1.29",
coldzera,"Opening kill rating
1.00",
coldzera,"Team win percent after first kill
74.8%",
coldzera,"First kill in won rounds
12.6%",Career
coldzera,"First kill in won rounds
12.6%",1.13 (1636)
coldzera,"First kill in won rounds
12.6%",1.10 (867)
coldzera,"First kill in won rounds
12.6%",1.16 (769)
coldzera,"First kill in won rounds
12.6%",1.22 (77)
nqz,"Total opening kills
1016",
nqz,"Total opening deaths
726",
nqz,"Opening kill ratio
1.40",
nqz,"Opening kill rating
1.04",
nqz,"Team win percent after first kill
72.8%",
nqz,"First kill in won rounds
13.9%",Career
nqz,"First kill in won rounds
13.9%",1.10 (391)
nqz,"First kill in won rounds
13.9%",1.10 (338)
nqz,"First kill in won rounds
13.9%",1.05 (53)
nqz,"First kill in won rounds
13.9%",1.03 (7)
n9xtz,"Total opening kills
358",
n9xtz,"Total opening deaths
492",
n9xtz,"Opening kill ratio
0.73",
n9xtz,"Opening kill rating
0.91",
n9xtz,"Team win percent after first kill
70.9%",
n9xtz,"First kill in won rounds
13.1%",Career
n9xtz,"First kill in won rounds
13.1%",0.84 (148)
n9xtz,"First kill in won rounds
13.1%",0.85 (128)
n9xtz,"First kill in won rounds
13.1%",0.79 (20)
n9xtz,"First kill in won rounds
13.1%",-
dumau,"Total opening kills
2042",
dumau,"Total opening deaths
1666",
dumau,"Opening kill ratio
1.23",
dumau,"Opening kill rating
1.08",
dumau,"Team win percent after first kill
73.7%",
dumau,"First kill in won rounds
16.1%",Career
dumau,"First kill in won rounds
16.1%",1.09 (689)
dumau,"First kill in won rounds
16.1%",1.10 (591)
dumau,"First kill in won rounds
16.1%",1.00 (98)
dumau,"First kill in won rounds
16.1%",0.88 (9)
Martinez,"Total opening kills
830",
Martinez,"Total opening deaths
489",
Martinez,"Opening kill ratio
1.70",
Martinez,"Opening kill rating
1.17",
Martinez,"Team win percent after first kill
71.9%",
Martinez,"First kill in won rounds
18.9%",Career
Martinez,"First kill in won rounds
18.9%",1.08 (259)
Martinez,"First kill in won rounds
18.9%",1.10 (190)
Martinez,"First kill in won rounds
18.9%",1.02 (69)
Martinez,"First kill in won rounds
18.9%",-
sausol,"Total opening kills
1117",
sausol,"Total opening deaths
1124",
sausol,"Opening kill ratio
0.99",
sausol,"Opening kill rating
0.97",
sausol,"Team win percent after first kill
73.9%",
sausol,"First kill in won rounds
13.3%",Career
sausol,"First kill in won rounds
13.3%",1.01 (461)
sausol,"First kill in won rounds
13.3%",1.01 (414)
sausol,"First kill in won rounds
13.3%",0.99 (47)
sausol,"First kill in won rounds
13.3%",-
alex,"Total opening kills
3973",
alex,"Total opening deaths
3875",
alex,"Opening kill ratio
1.03",
alex,"Opening kill rating
1.00",
alex,"Team win percent after first kill
72.2%",
alex,"First kill in won rounds
14.3%",Career
alex,"First kill in won rounds
14.3%",1.02 (1501)
alex,"First kill in won rounds
14.3%",1.02 (1218)
alex,"First kill in won rounds
14.3%",1.04 (283)
alex,"First kill in won rounds
14.3%",0.95 (8)
mopoz,"Total opening kills
4104",
mopoz,"Total opening deaths
4801",
mopoz,"Opening kill ratio
0.85",
mopoz,"Opening kill rating
1.01",
mopoz,"Team win percent after first kill
71.2%",
mopoz,"First kill in won rounds
16.0%",Career
mopoz,"First kill in won rounds
16.0%",0.99 (1371)
mopoz,"First kill in won rounds
16.0%",0.99 (1131)
mopoz,"First kill in won rounds
16.0%",0.98 (240)
mopoz,"First kill in won rounds
16.0%",0.98 (8)
dav1g,"Total opening kills
1095",
dav1g,"Total opening deaths
1360",
dav1g,"Opening kill ratio
0.81",
dav1g,"Opening kill rating
0.93",
dav1g,"Team win percent after first kill
71.1%",
dav1g,"First kill in won rounds
12.8%",Career
dav1g,"First kill in won rounds
12.8%",0.87 (460)
dav1g,"First kill in won rounds
12.8%",0.87 (315)
dav1g,"First kill in won rounds
12.8%",0.85 (145)
dav1g,"First kill in won rounds
12.8%",0.77 (8)
kaze,"Total opening kills
3105",
kaze,"Total opening deaths
1858",
kaze,"Opening kill ratio
1.67",
kaze,"Opening kill rating
1.13",
kaze,"Team win percent after first kill
76.5%",
kaze,"First kill in won rounds
16.4%",Career
kaze,"First kill in won rounds
16.4%",1.17 (1044)
kaze,"First kill in won rounds
16.4%",1.19 (756)
kaze,"First kill in won rounds
16.4%",1.11 (285)
kaze,"First kill in won rounds
16.4%",1.01 (11)
Moseyuh,"Total opening kills
681",
Moseyuh,"Total opening deaths
616",
Moseyuh,"Opening kill ratio
1.11",
Moseyuh,"Opening kill rating
1.09",
Moseyuh,"Team win percent after first kill
73.4%",
Moseyuh,"First kill in won rounds
16.7%",Career
Moseyuh,"First kill in won rounds
16.7%",1.07 (222)
Moseyuh,"First kill in won rounds
16.7%",1.10 (163)
Moseyuh,"First kill in won rounds
16.7%",0.98 (59)
Moseyuh,"First kill in won rounds
16.7%",-
Mercury,"Total opening kills
918",
Mercury,"Total opening deaths
883",
Mercury,"Opening kill ratio
1.04",
Mercury,"Opening kill rating
1.15",
Mercury,"Team win percent after first kill
75.4%",
Mercury,"First kill in won rounds
20.0%",Career
Mercury,"First kill in won rounds
20.0%",1.07 (254)
Mercury,"First kill in won rounds
20.0%",1.08 (195)
Mercury,"First kill in won rounds
20.0%",1.03 (59)
Mercury,"First kill in won rounds
20.0%",-
JamYoung,"Total opening kills
1328",
JamYoung,"Total opening deaths
1131",
JamYoung,"Opening kill ratio
1.17",
JamYoung,"Opening kill rating
1.02",
JamYoung,"Team win percent after first kill
71.9%",
JamYoung,"First kill in won rounds
13.0%",Career
JamYoung,"First kill in won rounds
13.0%",1.14 (525)
JamYoung,"First kill in won rounds
13.0%",1.16 (410)
JamYoung,"First kill in won rounds
13.0%",1.07 (115)
JamYoung,"First kill in won rounds
13.0%",-
advent,"Total opening kills
2039",
advent,"Total opening deaths
2439",
advent,"Opening kill ratio
0.84",
advent,"Opening kill rating
0.85",
advent,"Team win percent after first kill
74.7%",
advent,"First kill in won rounds
8.5%",Career
advent,"First kill in won rounds
8.5%",0.86 (1281)
advent,"First kill in won rounds
8.5%",0.87 (879)
advent,"First kill in won rounds
8.5%",0.83 (402)
advent,"First kill in won rounds
8.5%",0.76 (8)
CacaNito,"Total opening kills
1721",
CacaNito,"Total opening deaths
1685",
CacaNito,"Opening kill ratio
1.02",
CacaNito,"Opening kill rating
1.07",
CacaNito,"Team win percent after first kill
73.3%",
CacaNito,"First kill in won rounds
17.2%",Career
CacaNito,"First kill in won rounds
17.2%",1.07 (544)
CacaNito,"First kill in won rounds
17.2%",1.07 (458)
CacaNito,"First kill in won rounds
17.2%",1.11 (86)
CacaNito,"First kill in won rounds
17.2%",-
Swisher,"Total opening kills
2817",
Swisher,"Total opening deaths
2840",
Swisher,"Opening kill ratio
0.99",
Swisher,"Opening kill rating
1.03",
Swisher,"Team win percent after first kill
73.2%",
Swisher,"First kill in won rounds
15.1%",Career
Swisher,"First kill in won rounds
15.1%",1.05 (996)
Swisher,"First kill in won rounds
15.1%",1.05 (936)
Swisher,"First kill in won rounds
15.1%",0.96 (60)
Swisher,"First kill in won rounds
15.1%",-
MisteM,"Total opening kills
1681",
MisteM,"Total opening deaths
1847",
MisteM,"Opening kill ratio
0.91",
MisteM,"Opening kill rating
0.99",
MisteM,"Team win percent after first kill
73.3%",
MisteM,"First kill in won rounds
14.6%",Career
MisteM,"First kill in won rounds
14.6%",1.00 (615)
MisteM,"First kill in won rounds
14.6%",1.00 (559)
MisteM,"First kill in won rounds
14.6%",0.98 (56)
MisteM,"First kill in won rounds
14.6%",-
b0denmaster,"Total opening kills
2808",
b0denmaster,"Total opening deaths
2204",
b0denmaster,"Opening kill ratio
1.27",
b0denmaster,"Opening kill rating
1.13",
b0denmaster,"Team win percent after first kill
73.8%",
b0denmaster,"First kill in won rounds
18.5%",Career
b0denmaster,"First kill in won rounds
18.5%",1.02 (835)
b0denmaster,"First kill in won rounds
18.5%",1.02 (736)
b0denmaster,"First kill in won rounds
18.5%",1.09 (99)
b0denmaster,"First kill in won rounds
18.5%",-
djay,"Total opening kills
2233",
djay,"Total opening deaths
2259",
djay,"Opening kill ratio
0.99",
djay,"Opening kill rating
0.94",
djay,"Team win percent after first kill
72.8%",
djay,"First kill in won rounds
12.0%",Career
djay,"First kill in won rounds
12.0%",0.97 (1022)
djay,"First kill in won rounds
12.0%",0.97 (898)
djay,"First kill in won rounds
12.0%",0.97 (124)
djay,"First kill in won rounds
12.0%",-
JACKZ,"Total opening kills
3469",
JACKZ,"Total opening deaths
3736",
JACKZ,"Opening kill ratio
0.93",
JACKZ,"Opening kill rating
1.00",
JACKZ,"Team win percent after first kill
73.1%",
JACKZ,"First kill in won rounds
14.9%",Career
JACKZ,"First kill in won rounds
14.9%",0.98 (1240)
JACKZ,"First kill in won rounds
14.9%",0.98 (769)
JACKZ,"First kill in won rounds
14.9%",0.98 (471)
JACKZ,"First kill in won rounds
14.9%",0.92 (55)
INS,"Total opening kills
3254",
INS,"Total opening deaths
2854",
INS,"Opening kill ratio
1.14",
INS,"Opening kill rating
1.08",
INS,"Team win percent after first kill
77.1%",
INS,"First kill in won rounds
16.0%",Career
INS,"First kill in won rounds
16.0%",1.12 (1097)
INS,"First kill in won rounds
16.0%",1.15 (795)
INS,"First kill in won rounds
16.0%",1.04 (302)
INS,"First kill in won rounds
16.0%",0.84 (22)
Vexite,"Total opening kills
1560",
Vexite,"Total opening deaths
1426",
Vexite,"Opening kill ratio
1.09",
Vexite,"Opening kill rating
1.10",
Vexite,"Team win percent after first kill
73.5%",
Vexite,"First kill in won rounds
17.2%",Career
Vexite,"First kill in won rounds
17.2%",1.09 (490)
Vexite,"First kill in won rounds
17.2%",1.12 (409)
Vexite,"First kill in won rounds
17.2%",0.93 (81)
Vexite,"First kill in won rounds
17.2%",0.82 (12)
Liazz,"Total opening kills
2480",
Liazz,"Total opening deaths
2174",
Liazz,"Opening kill ratio
1.14",
Liazz,"Opening kill rating
0.97",
Liazz,"Team win percent after first kill
73.7%",
Liazz,"First kill in won rounds
11.8%",Career
Liazz,"First kill in won rounds
11.8%",1.07 (1117)
Liazz,"First kill in won rounds
11.8%",1.13 (660)
Liazz,"First kill in won rounds
11.8%",0.98 (457)
Liazz,"First kill in won rounds
11.8%",0.94 (44)
aliStair,"Total opening kills
4018",
aliStair,"Total opening deaths
3171",
aliStair,"Opening kill ratio
1.27",
aliStair,"Opening kill rating
1.15",
aliStair,"Team win percent after first kill
77.2%",
aliStair,"First kill in won rounds
18.3%",Career
aliStair,"First kill in won rounds
18.3%",1.08 (1198)
aliStair,"First kill in won rounds
18.3%",1.12 (921)
aliStair,"First kill in won rounds
18.3%",0.98 (277)
aliStair,"First kill in won rounds
18.3%",0.88 (22)
Sico,"Total opening kills
2881",
Sico,"Total opening deaths
1649",
Sico,"Opening kill ratio
1.75",
Sico,"Opening kill rating
1.11",
Sico,"Team win percent after first kill
80.9%",
Sico,"First kill in won rounds
15.6%",Career
Sico,"First kill in won rounds
15.6%",1.11 (1043)
Sico,"First kill in won rounds
15.6%",1.16 (734)
Sico,"First kill in won rounds
15.6%",1.01 (309)
Sico,"First kill in won rounds
15.6%",0.80 (32)
niko,"Total opening kills
3444",
niko,"Total opening deaths
3630",
niko,"Opening kill ratio
0.95",
niko,"Opening kill rating
0.97",
niko,"Team win percent after first kill
72.4%",
niko,"First kill in won rounds
13.2%",Career
niko,"First kill in won rounds
13.2%",1.01 (1375)
niko,"First kill in won rounds
13.2%",1.02 (1044)
niko,"First kill in won rounds
13.2%",0.98 (331)
niko,"First kill in won rounds
13.2%",0.82 (12)
asap,"Total opening kills
941",
asap,"Total opening deaths
850",
asap,"Opening kill ratio
1.11",
asap,"Opening kill rating
1.02",
asap,"Team win percent after first kill
72.8%",
asap,"First kill in won rounds
14.1%",Career
asap,"First kill in won rounds
14.1%",1.08 (361)
asap,"First kill in won rounds
14.1%",1.08 (345)
asap,"First kill in won rounds
14.1%",1.01 (16)
asap,"First kill in won rounds
14.1%",-
nettik,"Total opening kills
1032",
nettik,"Total opening deaths
853",
nettik,"Opening kill ratio
1.21",
nettik,"Opening kill rating
1.04",
nettik,"Team win percent after first kill
74.5%",
nettik,"First kill in won rounds
14.7%",Career
nettik,"First kill in won rounds
14.7%",1.16 (387)
nettik,"First kill in won rounds
14.7%",1.17 (373)
nettik,"First kill in won rounds
14.7%",0.97 (14)
nettik,"First kill in won rounds
14.7%",-
TjP,"Total opening kills
611",
TjP,"Total opening deaths
688",
TjP,"Opening kill ratio
0.89",
TjP,"Opening kill rating
0.98",
TjP,"Team win percent after first kill
71.4%",
TjP,"First kill in won rounds
14.6%",Career
TjP,"First kill in won rounds
14.6%",0.99 (235)
TjP,"First kill in won rounds
14.6%",1.01 (219)
TjP,"First kill in won rounds
14.6%",0.68 (16)
TjP,"First kill in won rounds
14.6%",-
chelleos,"Total opening kills
2999",
chelleos,"Total opening deaths
2363",
chelleos,"Opening kill ratio
1.27",
chelleos,"Opening kill rating
1.31",
chelleos,"Team win percent after first kill
72.3%",
chelleos,"First kill in won rounds
24.3%",Career
chelleos,"First kill in won rounds
24.3%",1.11 (665)
chelleos,"First kill in won rounds
24.3%",1.11 (641)
chelleos,"First kill in won rounds
24.3%",0.86 (24)
chelleos,"First kill in won rounds
24.3%",-
ADK,"Total opening kills
720",
ADK,"Total opening deaths
897",
ADK,"Opening kill ratio
0.80",
ADK,"Opening kill rating
0.85",
ADK,"Team win percent after first kill
72.4%",
ADK,"First kill in won rounds
8.9%",Career
ADK,"First kill in won rounds
8.9%",0.89 (437)
ADK,"First kill in won rounds
8.9%",0.89 (413)
ADK,"First kill in won rounds
8.9%",0.91 (24)
ADK,"First kill in won rounds
8.9%",-
hyped,"Total opening kills
1224",
hyped,"Total opening deaths
814",
hyped,"Opening kill ratio
1.50",
hyped,"Opening kill rating
1.15",
hyped,"Team win percent after first kill
76.1%",
hyped,"First kill in won rounds
18.2%",Career
hyped,"First kill in won rounds
18.2%",1.06 (370)
hyped,"First kill in won rounds
18.2%",1.07 (287)
hyped,"First kill in won rounds
18.2%",1.06 (83)
hyped,"First kill in won rounds
18.2%",-
JUST,"Total opening kills
2716",
JUST,"Total opening deaths
2581",
JUST,"Opening kill ratio
1.05",
JUST,"Opening kill rating
0.98",
JUST,"Team win percent after first kill
71.7%",
JUST,"First kill in won rounds
12.6%",Career
JUST,"First kill in won rounds
12.6%",1.02 (1145)
JUST,"First kill in won rounds
12.6%",1.01 (906)
JUST,"First kill in won rounds
12.6%",1.04 (239)
JUST,"First kill in won rounds
12.6%",-
ewjerkz,"Total opening kills
1455",
ewjerkz,"Total opening deaths
1494",
ewjerkz,"Opening kill ratio
0.97",
ewjerkz,"Opening kill rating
1.09",
ewjerkz,"Team win percent after first kill
70.7%",
ewjerkz,"First kill in won rounds
17.3%",Career
ewjerkz,"First kill in won rounds
17.3%",1.02 (433)
ewjerkz,"First kill in won rounds
17.3%",1.03 (352)
ewjerkz,"First kill in won rounds
17.3%",1.02 (81)
ewjerkz,"First kill in won rounds
17.3%",-
MUTiRiS,"Total opening kills
4147",
MUTiRiS,"Total opening deaths
4122",
MUTiRiS,"Opening kill ratio
1.01",
MUTiRiS,"Opening kill rating
1.01",
MUTiRiS,"Team win percent after first kill
73.5%",
MUTiRiS,"First kill in won rounds
14.9%",Career
MUTiRiS,"First kill in won rounds
14.9%",0.99 (1545)
