Text,Field1,Field2
SHOCK,"First kill in won rounds
13.4%",1.01 (1148)
SHOCK,"First kill in won rounds
13.4%",1.02 (969)
SHOCK,"First kill in won rounds
13.4%",0.99 (179)
SHOCK,"First kill in won rounds
13.4%",-
ZEDKO,"Total opening kills
4367",
ZEDKO,"Total opening deaths
4208",
ZEDKO,"Opening kill ratio
1.04",
ZEDKO,"Opening kill rating
1.03",
ZEDKO,"Team win percent after first kill
73.4%",
ZEDKO,"First kill in won rounds
15.0%",Career
ZEDKO,"First kill in won rounds
15.0%",0.99 (1544)
ZEDKO,"First kill in won rounds
15.0%",0.97 (1309)
ZEDKO,"First kill in won rounds
15.0%",1.06 (235)
ZEDKO,"First kill in won rounds
15.0%",-
beastik,"Total opening kills
2843",
beastik,"Total opening deaths
3456",
beastik,"Opening kill ratio
0.82",
beastik,"Opening kill rating
0.95",
beastik,"Team win percent after first kill
71.8%",
beastik,"First kill in won rounds
13.0%",Career
beastik,"First kill in won rounds
13.0%",0.94 (1135)
beastik,"First kill in won rounds
13.0%",0.93 (980)
beastik,"First kill in won rounds
13.0%",0.98 (155)
beastik,"First kill in won rounds
13.0%",-
KENSI,"Total opening kills
2283",
KENSI,"Total opening deaths
2226",
KENSI,"First kill in won rounds
14.2%",1.05 (861)
KENSI,"First kill in won rounds
14.2%",1.05 (803)
Lucky,"Total opening kills
2269",
Lucky,"Total opening deaths
1565",
Lucky,"Opening kill ratio
1.45",
Lucky,"Opening kill rating
1.06",
Lucky,"Team win percent after first kill
71.0%",
Lucky,"First kill in won rounds
14.7%",Career
Lucky,"First kill in won rounds
14.7%",1.06 (828)
Lucky,"First kill in won rounds
14.7%",1.07 (705)
Lucky,"First kill in won rounds
14.7%",0.97 (122)
Lucky,"First kill in won rounds
14.7%",0.87 (14)
Swisher,"Total opening kills
2770",
Swisher,"Total opening deaths
2807",
Swisher,"Opening kill ratio
0.99",
Swisher,"Opening kill rating
1.02",
Swisher,"Team win percent after first kill
73.3%",
Swisher,"First kill in won rounds
15.1%",Career
Swisher,"First kill in won rounds
15.1%",1.05 (982)
Swisher,"First kill in won rounds
15.1%",1.05 (922)
Swisher,"First kill in won rounds
15.1%",0.96 (60)
Swisher,"First kill in won rounds
15.1%",-
junior,"Total opening kills
1992",
junior,"Total opening deaths
1187",
junior,"Opening kill ratio
1.68",
junior,"Opening kill rating
1.12",
junior,"Team win percent after first kill
73.6%",
junior,"First kill in won rounds
16.3%",Career
junior,"First kill in won rounds
16.3%",1.11 (673)
junior,"First kill in won rounds
16.3%",1.12 (607)
junior,"First kill in won rounds
16.3%",1.02 (66)
junior,"First kill in won rounds
16.3%",0.70 (5)
Spongey,"Total opening kills
1517",
Spongey,"Total opening deaths
1415",
Spongey,"Opening kill ratio
1.07",
Spongey,"Opening kill rating
0.90",
Spongey,"Team win percent after first kill
74.9%",
Spongey,"First kill in won rounds
9.7%",Career
Spongey,"First kill in won rounds
9.7%",1.02 (862)
Spongey,"First kill in won rounds
9.7%",1.01 (800)
Spongey,"First kill in won rounds
9.7%",1.06 (62)
Spongey,"First kill in won rounds
9.7%",-
Jonji,"Total opening kills
4244",
Jonji,"Total opening deaths
4503",
Jonji,"Opening kill ratio
0.94",
Jonji,"Opening kill rating
1.11",
Jonji,"Team win percent after first kill
73.4%",
Jonji,"First kill in won rounds
18.9%",Career
Jonji,"First kill in won rounds
18.9%",0.97 (1202)
Jonji,"First kill in won rounds
18.9%",0.98 (1044)
Jonji,"First kill in won rounds
18.9%",0.94 (158)
Jonji,"First kill in won rounds
18.9%",-
Shakezullah,"Total opening kills
1848",
Shakezullah,"Total opening deaths
2115",
Shakezullah,"Opening kill ratio
0.87",
Shakezullah,"Opening kill rating
0.92",
Shakezullah,"Team win percent after first kill
71.2%",
Shakezullah,"First kill in won rounds
11.3%",Career
Shakezullah,"First kill in won rounds
11.3%",0.94 (860)
Shakezullah,"First kill in won rounds
11.3%",0.93 (786)
Shakezullah,"First kill in won rounds
11.3%",1.03 (74)
Shakezullah,"First kill in won rounds
11.3%",-
Snappi,"First kill in won rounds
13.5%",
coldzera,"Total opening kills
3842",
coldzera,"Total opening deaths
2980",
coldzera,"Opening kill ratio
1.29",
coldzera,"Opening kill rating
1.00",
coldzera,"Team win percent after first kill
74.7%",
coldzera,"First kill in won rounds
12.6%",Career
coldzera,"First kill in won rounds
12.6%",1.13 (1630)
coldzera,"First kill in won rounds
12.6%",1.10 (861)
coldzera,"First kill in won rounds
12.6%",1.16 (769)
coldzera,"First kill in won rounds
12.6%",1.22 (77)
exit,"Total opening kills
1866",
exit,"Total opening deaths
1504",
exit,"Opening kill ratio
1.24",
exit,"Opening kill rating
0.92",
exit,"Team win percent after first kill
73.7%",
exit,"First kill in won rounds
9.7%",Career
exit,"First kill in won rounds
9.7%",1.08 (1040)
exit,"First kill in won rounds
9.7%",1.09 (827)
exit,"First kill in won rounds
9.7%",1.02 (213)
exit,"First kill in won rounds
9.7%",0.97 (8)
shz,"Total opening kills
2153",
shz,"Total opening deaths
1922",
shz,"Opening kill ratio
1.12",
shz,"Opening kill rating
0.97",
shz,"Team win percent after first kill
74.8%",
shz,"First kill in won rounds
12.1%",Career
shz,"First kill in won rounds
12.1%",1.05 (973)
shz,"First kill in won rounds
12.1%",1.04 (892)
shz,"First kill in won rounds
12.1%",1.07 (81)
shz,"First kill in won rounds
12.1%",-
brnz4n,"Total opening kills
1453",
brnz4n,"Total opening deaths
1314",
brnz4n,"Opening kill ratio
1.11",
brnz4n,"Opening kill rating
1.15",
brnz4n,"Team win percent after first kill
72.4%",
brnz4n,"First kill in won rounds
19.1%",Career
brnz4n,"First kill in won rounds
19.1%",1.05 (393)
brnz4n,"First kill in won rounds
19.1%",1.08 (303)
brnz4n,"First kill in won rounds
19.1%",0.95 (90)
brnz4n,"First kill in won rounds
19.1%",-
yel,"Total opening kills
3170",
yel,"Total opening deaths
2729",
yel,"Opening kill ratio
1.16",
yel,"Opening kill rating
1.08",
yel,"Team win percent after first kill
72.0%",
yel,"First kill in won rounds
16.5%",Career
yel,"First kill in won rounds
16.5%",1.00 (1045)
yel,"First kill in won rounds
16.5%",1.02 (873)
yel,"First kill in won rounds
16.5%",0.95 (172)
yel,"First kill in won rounds
16.5%",0.78 (5)
nak,"Total opening kills
983",
nak,"Total opening deaths
1164",
nak,"Opening kill ratio
0.84",
nak,"Opening kill rating
0.89",
nak,"Team win percent after first kill
76.2%",
nak,"First kill in won rounds
10.9%",Career
nak,"First kill in won rounds
10.9%",0.92 (519)
nak,"First kill in won rounds
10.9%",0.91 (375)
nak,"First kill in won rounds
10.9%",0.92 (144)
nak,"First kill in won rounds
10.9%",-
syrsoN,"Total opening kills
6851",
syrsoN,"Total opening deaths
4798",
syrsoN,"Team win percent after first kill
75.8%",
syrsoN,"First kill in won rounds
20.3%",1.10 (1864)
syrsoN,"First kill in won rounds
20.3%",1.10 (1499)
SPELLAN,"Total opening kills
4109",
SPELLAN,"Total opening deaths
4134",
SPELLAN,"Opening kill ratio
0.99",
SPELLAN,"Opening kill rating
1.00",
SPELLAN,"Team win percent after first kill
73.1%",
SPELLAN,"First kill in won rounds
14.3%",Career
SPELLAN,"First kill in won rounds
14.3%",0.97 (1559)
SPELLAN,"First kill in won rounds
14.3%",0.97 (1415)
SPELLAN,"First kill in won rounds
14.3%",1.03 (143)
SPELLAN,"First kill in won rounds
14.3%",-
drop,"Total opening kills
727",
drop,"Total opening deaths
805",
drop,"Opening kill ratio
0.90",
drop,"Opening kill rating
0.91",
drop,"Team win percent after first kill
72.1%",
drop,"First kill in won rounds
11.0%",Career
drop,"First kill in won rounds
11.0%",0.94 (351)
drop,"First kill in won rounds
11.0%",0.98 (172)
drop,"First kill in won rounds
11.0%",0.89 (179)
drop,"First kill in won rounds
11.0%",0.88 (37)
jabbi,"Total opening kills
2467",
jabbi,"Total opening deaths
2528",
jabbi,"Opening kill ratio
0.98",
jabbi,"Opening kill rating
0.98",
jabbi,"Team win percent after first kill
73.1%",
jabbi,"First kill in won rounds
13.4%",Career
jabbi,"First kill in won rounds
13.4%",0.99 (968)
jabbi,"First kill in won rounds
13.4%",0.98 (710)
jabbi,"First kill in won rounds
13.4%",1.02 (258)
jabbi,"First kill in won rounds
13.4%",0.99 (51)
Zyphon,"Total opening kills
2098",
Zyphon,"Total opening deaths
2048",
Zyphon,"Opening kill ratio
1.02",
Zyphon,"Opening kill rating
1.02",
Zyphon,"Team win percent after first kill
72.4%",
Zyphon,"First kill in won rounds
14.4%",Career
Zyphon,"First kill in won rounds
14.4%",1.02 (763)
Zyphon,"First kill in won rounds
14.4%",1.03 (678)
Zyphon,"First kill in won rounds
14.4%",0.98 (85)
Zyphon,"First kill in won rounds
14.4%",1.05 (32)
roeJ,"Total opening kills
3792",
roeJ,"Total opening deaths
3473",
roeJ,"Opening kill ratio
1.09",
roeJ,"Opening kill rating
1.12",
roeJ,"Team win percent after first kill
72.7%",
roeJ,"First kill in won rounds
18.3%",Career
roeJ,"First kill in won rounds
18.3%",1.05 (1093)
roeJ,"First kill in won rounds
18.3%",1.07 (809)
roeJ,"First kill in won rounds
18.3%",1.00 (284)
roeJ,"First kill in won rounds
18.3%",0.95 (51)
nicoodoz,"Total opening kills
3141",
nicoodoz,"Total opening deaths
1901",
nicoodoz,"Opening kill ratio
1.65",
nicoodoz,"Opening kill rating
1.14",
nicoodoz,"Team win percent after first kill
75.2%",
nicoodoz,"First kill in won rounds
17.2%",Career
nicoodoz,"First kill in won rounds
17.2%",1.08 (1001)
nicoodoz,"First kill in won rounds
17.2%",1.08 (837)
nicoodoz,"First kill in won rounds
17.2%",1.07 (164)
nicoodoz,"First kill in won rounds
17.2%",1.06 (51)
HooXi,"Total opening kills
2149",
HooXi,"Total opening deaths
2931",
HooXi,"Opening kill ratio
0.73",
HooXi,"Opening kill rating
0.89",
HooXi,"Team win percent after first kill
73.1%",
HooXi,"First kill in won rounds
11.6%",Career
HooXi,"First kill in won rounds
11.6%",0.85 (976)
HooXi,"First kill in won rounds
11.6%",0.86 (704)
HooXi,"First kill in won rounds
11.6%",0.83 (272)
HooXi,"First kill in won rounds
11.6%",0.79 (37)
Krad,"Total opening kills
4279",
Krad,"Total opening deaths
4699",
Krad,"First kill in won rounds
15.0%",1.00 (1505)
Krad,"First kill in won rounds
15.0%",1.00 (1347)
Lack1,"Total opening kills
3620",
Lack1,"Total opening deaths
4189",
Lack1,"First kill in won rounds
15.1%",Career
Lack1,"First kill in won rounds
15.1%",0.97 (1222)
Lack1,"First kill in won rounds
15.1%",0.98 (1128)
Lack1,"First kill in won rounds
15.1%",0.92 (94)
Lack1,"First kill in won rounds
15.1%",0.88 (16)
stanislaw,"Total opening kills
3633",
stanislaw,"Total opening deaths
4041",
stanislaw,"Opening kill ratio
0.90",
stanislaw,"Opening kill rating
0.97",
stanislaw,"Team win percent after first kill
73.2%",
stanislaw,"First kill in won rounds
13.3%",Career
stanislaw,"First kill in won rounds
13.3%",0.96 (1476)
stanislaw,"First kill in won rounds
13.3%",0.97 (1004)
stanislaw,"First kill in won rounds
13.3%",0.93 (472)
stanislaw,"First kill in won rounds
13.3%",0.98 (40)
tabseN,"Total opening kills
7010",
tabseN,"Total opening deaths
7223",
tabseN,"First kill in won rounds
17.0%",1.04 (2242)
tabseN,"First kill in won rounds
17.0%",1.04 (1598)
syrsoN,"Total opening kills
6857",
syrsoN,"Total opening deaths
4800",
syrsoN,"First kill in won rounds
20.3%",1.10 (1866)
syrsoN,"First kill in won rounds
20.3%",1.10 (1501)
phzy,"Total opening kills
1762",
phzy,"Total opening deaths
1453",
phzy,"Opening kill ratio
1.21",
phzy,"Opening kill rating
1.03",
phzy,"Team win percent after first kill
73.8%",
phzy,"First kill in won rounds
14.6%",Career
phzy,"First kill in won rounds
14.6%",1.04 (662)
phzy,"First kill in won rounds
14.6%",1.05 (582)
phzy,"First kill in won rounds
14.6%",1.00 (80)
phzy,"First kill in won rounds
14.6%",-
kennyS,"Total opening kills
6166",
kennyS,"Total opening deaths
4240",
kennyS,"Opening kill ratio
1.45",
kennyS,"Opening kill rating
1.12",
kennyS,"Team win percent after first kill
76.4%",
kennyS,"First kill in won rounds
17.2%",Career
kennyS,"First kill in won rounds
17.2%",1.12 (1981)
kennyS,"First kill in won rounds
17.2%",1.10 (1092)
kennyS,"First kill in won rounds
17.2%",1.14 (889)
kennyS,"First kill in won rounds
17.2%",1.05 (91)
JACKZ,"Total opening kills
3454",
JACKZ,"Total opening deaths
3720",
JACKZ,"Opening kill rating
1.01",
JACKZ,"First kill in won rounds
14.9%",0.98 (1232)
JACKZ,"First kill in won rounds
14.9%",0.98 (761)
interz,"Total opening deaths
1642",
interz,"Opening kill ratio
0.94",
interz,"First kill in won rounds
8.4%",0.94 (956)
interz,"First kill in won rounds
8.4%",0.94 (764)
felps,"Total opening kills
4216",
felps,"Total opening deaths
4160",
felps,"Opening kill ratio
1.01",
felps,"Opening kill rating
1.12",
felps,"Team win percent after first kill
75.5%",
felps,"First kill in won rounds
18.5%",Career
felps,"First kill in won rounds
18.5%",1.08 (1220)
felps,"First kill in won rounds
18.5%",1.11 (822)
felps,"First kill in won rounds
18.5%",1.00 (398)
felps,"First kill in won rounds
18.5%",0.84 (34)
b4rtiN,"Total opening kills
1452",
b4rtiN,"Total opening deaths
1354",
b4rtiN,"Opening kill ratio
1.07",
b4rtiN,"Opening kill rating
0.98",
b4rtiN,"Team win percent after first kill
72.0%",
b4rtiN,"First kill in won rounds
12.5%",Career
b4rtiN,"First kill in won rounds
12.5%",1.05 (617)
b4rtiN,"First kill in won rounds
12.5%",1.06 (582)
b4rtiN,"First kill in won rounds
12.5%",0.91 (35)
b4rtiN,"First kill in won rounds
12.5%",0.97 (4)
latto,"Total opening kills
1436",
latto,"Total opening deaths
1214",
latto,"Opening kill ratio
1.18",
latto,"Opening kill rating
1.00",
latto,"Team win percent after first kill
72.9%",
latto,"First kill in won rounds
13.1%",Career
latto,"First kill in won rounds
13.1%",1.05 (587)
latto,"First kill in won rounds
13.1%",1.06 (473)
latto,"First kill in won rounds
13.1%",1.00 (114)
latto,"First kill in won rounds
13.1%",0.87 (9)
dumau,"Total opening kills
2028",
dumau,"Total opening deaths
1653",
dumau,"Opening kill ratio
1.23",
dumau,"Opening kill rating
1.08",
dumau,"Team win percent after first kill
73.8%",
dumau,"First kill in won rounds
16.2%",Career
dumau,"First kill in won rounds
16.2%",1.09 (683)
dumau,"First kill in won rounds
16.2%",1.10 (585)
dumau,"First kill in won rounds
16.2%",1.00 (98)
dumau,"First kill in won rounds
16.2%",0.88 (9)
TACO,"Total opening kills
3459",
TACO,"Total opening deaths
3971",
TACO,"Opening kill ratio
0.87",
TACO,"Opening kill rating
0.94",
TACO,"Team win percent after first kill
73.3%",
TACO,"First kill in won rounds
12.2%",Career
TACO,"First kill in won rounds
12.2%",0.92 (1487)
TACO,"First kill in won rounds
12.2%",0.94 (710)
TACO,"First kill in won rounds
12.2%",0.91 (777)
TACO,"First kill in won rounds
12.2%",0.91 (77)
smooya,"Total opening kills
3550",
smooya,"Total opening deaths
2415",
smooya,"Opening kill ratio
1.47",
smooya,"Opening kill rating
1.19",
smooya,"Team win percent after first kill
75.8%",
smooya,"First kill in won rounds
19.8%",Career
smooya,"First kill in won rounds
19.8%",1.18 (989)
smooya,"First kill in won rounds
19.8%",1.20 (733)
smooya,"First kill in won rounds
19.8%",1.12 (256)
smooya,"First kill in won rounds
19.8%",1.21 (12)
interz,"Total opening deaths
1645",
interz,"First kill in won rounds
8.4%",0.94 (957)
interz,"First kill in won rounds
8.4%",0.94 (765)
tabseN,"Total opening kills
7013",
tabseN,"Total opening deaths
7228",
tabseN,"First kill in won rounds
17.0%",1.04 (2243)
tabseN,"First kill in won rounds
17.0%",1.04 (1599)
valde,"Total opening kills
3338",
valde,"Total opening deaths
2698",
valde,"Team win percent after first kill
75.3%",
valde,"First kill in won rounds
13.6%",1.08 (1344)
valde,"First kill in won rounds
13.6%",1.08 (838)
mantuu,"Total opening kills
2483",
mantuu,"Total opening deaths
1721",
mantuu,"First kill in won rounds
17.3%",1.12 (784)
mantuu,"First kill in won rounds
17.3%",1.12 (629)
niko,"Total opening kills
3430",
niko,"Total opening deaths
3608",
niko,"First kill in won rounds
13.2%",1.01 (1370)
niko,"First kill in won rounds
13.2%",1.03 (1039)
Ax1Le,"First kill in won rounds
15.5%",
DANK1NG,"Total opening kills
1640",
DANK1NG,"Total opening deaths
1091",
DANK1NG,"Opening kill ratio
1.50",
DANK1NG,"Opening kill rating
1.19",
DANK1NG,"Team win percent after first kill
73.3%",
DANK1NG,"First kill in won rounds
18.6%",Career
DANK1NG,"First kill in won rounds
18.6%",1.16 (457)
DANK1NG,"First kill in won rounds
18.6%",1.17 (384)
DANK1NG,"First kill in won rounds
18.6%",1.12 (70)
DANK1NG,"First kill in won rounds
18.6%",1.01 (6)
SLOWLY,"Total opening kills
1793",
SLOWLY,"Total opening deaths
1854",
SLOWLY,"Opening kill ratio
0.97",
SLOWLY,"Opening kill rating
1.05",
SLOWLY,"Team win percent after first kill
70.9%",
SLOWLY,"First kill in won rounds
15.8%",Career
SLOWLY,"First kill in won rounds
15.8%",1.05 (581)
SLOWLY,"First kill in won rounds
15.8%",1.06 (504)
SLOWLY,"First kill in won rounds
15.8%",0.99 (77)
SLOWLY,"First kill in won rounds
15.8%",0.86 (6)
Attacker,"Total opening kills
3305",
Attacker,"Total opening deaths
3026",
Attacker,"Opening kill ratio
1.09",
Attacker,"Opening kill rating
1.01",
Attacker,"Team win percent after first kill
75.9%",
Attacker,"First kill in won rounds
13.4%",Career
Attacker,"First kill in won rounds
13.4%",1.08 (1317)
Attacker,"First kill in won rounds
13.4%",1.10 (850)
Attacker,"First kill in won rounds
13.4%",1.04 (461)
Attacker,"First kill in won rounds
13.4%",0.97 (22)
somebody,"Total opening kills
3910",
somebody,"Total opening deaths
3636",
somebody,"Opening kill ratio
1.08",
somebody,"Opening kill rating
1.07",
somebody,"Team win percent after first kill
76.1%",
somebody,"First kill in won rounds
16.1%",Career
somebody,"First kill in won rounds
16.1%",1.07 (1288)
somebody,"First kill in won rounds
16.1%",1.10 (724)
somebody,"First kill in won rounds
16.1%",1.02 (558)
somebody,"First kill in won rounds
16.1%",0.92 (29)
Summer,"Total opening kills
3471",
Summer,"Total opening deaths
2915",
Summer,"Opening kill ratio
1.19",
Summer,"Opening kill rating
1.03",
Summer,"Team win percent after first kill
76.6%",
Summer,"First kill in won rounds
13.9%",Career
Summer,"First kill in won rounds
13.9%",1.07 (1348)
Summer,"First kill in won rounds
13.9%",1.08 (881)
Summer,"First kill in won rounds
13.9%",1.05 (461)
Summer,"First kill in won rounds
13.9%",0.89 (22)
JACKZ,"Total opening kills
3455",
JACKZ,"Total opening deaths
3723",
JACKZ,"First kill in won rounds
14.9%",0.98 (1233)
JACKZ,"First kill in won rounds
14.9%",0.98 (762)
Maden,"Total opening kills
2877",
Maden,"Total opening deaths
2956",
Maden,"Opening kill ratio
0.97",
Maden,"Opening kill rating
1.06",
Maden,"Team win percent after first kill
71.4%",
Maden,"First kill in won rounds
16.8%",Career
Maden,"First kill in won rounds
16.8%",1.01 (897)
Maden,"First kill in won rounds
16.8%",1.03 (588)
Maden,"First kill in won rounds
16.8%",0.98 (309)
Maden,"First kill in won rounds
16.8%",0.94 (35)
interz,"First kill in won rounds
8.4%",0.94 (958)
interz,"First kill in won rounds
8.4%",0.94 (766)
mantuu,"Total opening kills
2486",
mantuu,"Total opening deaths
1722",
mantuu,"Team win percent after first kill
73.7%",
mantuu,"First kill in won rounds
17.3%",1.12 (785)
mantuu,"First kill in won rounds
17.3%",1.11 (630)
valde,"Total opening kills
3340",
valde,"Total opening deaths
2701",
valde,"First kill in won rounds
13.6%",1.08 (1345)
valde,"First kill in won rounds
13.6%",1.08 (839)
JACKZ,"Total opening kills
3456",
JACKZ,"Total opening deaths
3727",
JACKZ,"First kill in won rounds
14.9%",0.98 (1234)
JACKZ,"First kill in won rounds
14.9%",0.98 (763)
interz,"Total opening kills
1552",
interz,"Total opening deaths
1646",
b0RUP,"Total opening kills
4675",
b0RUP,"Total opening deaths
5007",
b0RUP,"Opening kill ratio
0.93",
b0RUP,"Opening kill rating
0.99",
b0RUP,"Team win percent after first kill
73.2%",
b0RUP,"First kill in won rounds
14.4%",Career
b0RUP,"First kill in won rounds
14.4%",1.00 (1724)
b0RUP,"First kill in won rounds
14.4%",1.01 (1498)
b0RUP,"First kill in won rounds
14.4%",0.97 (226)
b0RUP,"First kill in won rounds
14.4%",-
tabseN,"Total opening kills
7014",
tabseN,"Total opening deaths
7232",
tabseN,"First kill in won rounds
17.0%",1.04 (2244)
tabseN,"First kill in won rounds
17.0%",1.04 (1600)
faveN,"Total opening kills
4126",
faveN,"Total opening deaths
3637",
faveN,"Opening kill ratio
1.13",
faveN,"Opening kill rating
1.03",
faveN,"Team win percent after first kill
71.6%",
faveN,"First kill in won rounds
14.0%",Career
faveN,"First kill in won rounds
14.0%",1.08 (1512)
faveN,"First kill in won rounds
14.0%",1.10 (1247)
faveN,"First kill in won rounds
14.0%",0.98 (265)
faveN,"First kill in won rounds
14.0%",1.07 (6)
Tuurtle,"Total opening kills
3100",
Tuurtle,"Total opening deaths
3113",
Tuurtle,"Opening kill ratio
1.00",
Tuurtle,"Opening kill rating
1.03",
Tuurtle,"Team win percent after first kill
74.2%",
Tuurtle,"First kill in won rounds
15.4%",Career
Tuurtle,"First kill in won rounds
15.4%",1.01 (1080)
Tuurtle,"First kill in won rounds
15.4%",1.04 (883)
Tuurtle,"First kill in won rounds
15.4%",0.91 (197)
Tuurtle,"First kill in won rounds
15.4%",1.08 (8)
WOOD7,"Total opening kills
1958",
WOOD7,"Total opening deaths
1711",
WOOD7,"Opening kill ratio
1.14",
WOOD7,"Opening kill rating
1.00",
WOOD7,"Team win percent after first kill
74.2%",
WOOD7,"First kill in won rounds
13.4%",Career
WOOD7,"First kill in won rounds
13.4%",0.97 (806)
WOOD7,"First kill in won rounds
13.4%",0.98 (741)
WOOD7,"First kill in won rounds
13.4%",0.84 (65)
WOOD7,"First kill in won rounds
13.4%",0.69 (13)
JOTA,"Total opening kills
1705",
JOTA,"Total opening deaths
1460",
JOTA,"Opening kill ratio
1.17",
JOTA,"Opening kill rating
1.04",
JOTA,"Team win percent after first kill
74.1%",
JOTA,"First kill in won rounds
14.6%",Career
JOTA,"First kill in won rounds
14.6%",1.08 (632)
JOTA,"First kill in won rounds
14.6%",1.10 (519)
JOTA,"First kill in won rounds
14.6%",1.00 (113)
JOTA,"First kill in won rounds
14.6%",1.08 (8)
m0NESY,"Total opening kills
1587",
m0NESY,"Total opening deaths
952",
m0NESY,"Opening kill ratio
1.67",
m0NESY,"Opening kill rating
1.22",
m0NESY,"Team win percent after first kill
74.3%",
m0NESY,"First kill in won rounds
19.3%",Career
m0NESY,"First kill in won rounds
19.3%",1.18 (441)
m0NESY,"First kill in won rounds
19.3%",1.21 (175)
m0NESY,"First kill in won rounds
19.3%",1.16 (266)
m0NESY,"First kill in won rounds
19.3%",1.16 (25)
autimatic,"Total opening kills
3686",
autimatic,"Total opening deaths
3155",
autimatic,"Opening kill ratio
1.17",
autimatic,"Opening kill rating
1.04",
autimatic,"Team win percent after first kill
73.9%",
autimatic,"First kill in won rounds
15.0%",Career
autimatic,"First kill in won rounds
15.0%",1.07 (1350)
autimatic,"First kill in won rounds
15.0%",1.08 (795)
autimatic,"First kill in won rounds
15.0%",1.05 (555)
autimatic,"First kill in won rounds
15.0%",1.12 (45)
nitr0,"Total opening kills
4004",
nitr0,"Total opening deaths
4131",
nitr0,"Opening kill ratio
0.97",
nitr0,"Opening kill rating
0.99",
nitr0,"Team win percent after first kill
74.8%",
nitr0,"First kill in won rounds
14.0%",Career
nitr0,"First kill in won rounds
14.0%",0.98 (1541)
nitr0,"First kill in won rounds
14.0%",1.03 (672)
nitr0,"First kill in won rounds
14.0%",0.94 (869)
nitr0,"First kill in won rounds
14.0%",0.93 (102)
oSee,"Total opening kills
3851",
oSee,"Total opening deaths
2751",
oSee,"Opening kill ratio
1.40",
oSee,"Opening kill rating
1.10",
oSee,"Team win percent after first kill
75.4%",
oSee,"First kill in won rounds
16.2%",Career
oSee,"First kill in won rounds
16.2%",1.10 (1287)
oSee,"First kill in won rounds
16.2%",1.13 (912)
oSee,"First kill in won rounds
16.2%",1.02 (375)
oSee,"First kill in won rounds
16.2%",1.05 (39)
FaNg,"Total opening kills
2204",
FaNg,"Total opening deaths
2189",
FaNg,"Opening kill ratio
1.01",
FaNg,"Opening kill rating
1.02",
FaNg,"Team win percent after first kill
74.3%",
FaNg,"First kill in won rounds
15.0%",Career
FaNg,"First kill in won rounds
15.0%",1.01 (801)
FaNg,"First kill in won rounds
15.0%",1.02 (661)
FaNg,"First kill in won rounds
15.0%",0.95 (140)
FaNg,"First kill in won rounds
15.0%",0.86 (10)
floppy,"Total opening kills
2599",
floppy,"Total opening deaths
2419",
floppy,"Opening kill ratio
1.07",
floppy,"Opening kill rating
1.00",
floppy,"Team win percent after first kill
73.8%",
floppy,"First kill in won rounds
13.7%",Career
floppy,"First kill in won rounds
13.7%",1.07 (1032)
floppy,"First kill in won rounds
13.7%",1.08 (741)
floppy,"First kill in won rounds
13.7%",1.04 (291)
floppy,"First kill in won rounds
13.7%",0.81 (10)
JT,"Total opening kills
3214",
JT,"Total opening deaths
3717",
JT,"Opening kill ratio
0.86",
JT,"Opening kill rating
0.96",
JT,"Team win percent after first kill
74.2%",
JT,"First kill in won rounds
13.6%",Career
JT,"First kill in won rounds
13.6%",0.93 (1280)
JT,"First kill in won rounds
13.6%",0.95 (1008)
JT,"First kill in won rounds
13.6%",0.85 (272)
JT,"First kill in won rounds
13.6%",0.79 (10)
saffee,"Total opening kills
1751",
saffee,"Total opening deaths
1170",
saffee,"Opening kill ratio
1.50",
saffee,"Opening kill rating
1.13",
saffee,"Team win percent after first kill
75.3%",
saffee,"First kill in won rounds
16.8%",Career
saffee,"First kill in won rounds
16.8%",1.16 (556)
saffee,"First kill in won rounds
16.8%",1.20 (367)
saffee,"First kill in won rounds
16.8%",1.08 (189)
saffee,"First kill in won rounds
16.8%",1.05 (36)
JDC,"Total opening kills
1769",
JDC,"Total opening deaths
1911",
JDC,"Opening kill ratio
0.93",
JDC,"Opening kill rating
0.97",
JDC,"Team win percent after first kill
69.2%",
JDC,"First kill in won rounds
13.1%",Career
JDC,"First kill in won rounds
13.1%",1.01 (707)
JDC,"First kill in won rounds
13.1%",1.03 (513)
JDC,"First kill in won rounds
13.1%",0.97 (194)
JDC,"First kill in won rounds
13.1%",0.86 (23)
torzsi,"Total opening kills
2093",
torzsi,"Total opening deaths
1359",
torzsi,"Opening kill ratio
1.54",
torzsi,"Opening kill rating
1.14",
torzsi,"Team win percent after first kill
76.5%",
torzsi,"First kill in won rounds
17.6%",Career
torzsi,"First kill in won rounds
17.6%",1.14 (665)
torzsi,"First kill in won rounds
17.6%",1.17 (427)
torzsi,"First kill in won rounds
17.6%",1.08 (238)
torzsi,"First kill in won rounds
17.6%",0.98 (23)
NBK-,"Total opening kills
6433",
NBK-,"Total opening deaths
6875",
NBK-,"Opening kill ratio
0.94",
NBK-,"Opening kill rating
1.01",
NBK-,"Team win percent after first kill
74.6%",
NBK-,"First kill in won rounds
14.9%",Career
NBK-,"First kill in won rounds
14.9%",1.01 (2290)
NBK-,"First kill in won rounds
14.9%",1.00 (1403)
NBK-,"First kill in won rounds
14.9%",1.03 (887)
NBK-,"First kill in won rounds
14.9%",0.99 (103)
Farlig,"Total opening kills
2876",
Farlig,"Total opening deaths
1885",
Farlig,"Opening kill ratio
1.53",
Farlig,"Opening kill rating
1.14",
